y0_mean,x0_mean,x0_std,z0_mean,z0_std,y_mean,z_mean,z_std,gamma_mean,y0__std
-0.5,-0.6000000000000001,0.282842712474619,0.3,1.2727922061357855,5.25,7.35,1.6263455967290594,-34.8,0.14142135623730948
-0.5666666666666667,-0.06666666666666672,0.9451631252505218,0.9333333333333335,1.4189197769195174,4.966666666666667,8.366666666666667,2.103172207246314,-31.233333333333334,0.15275252316519464
-0.04999999999999999,0.07499999999999996,0.8220908303425682,1.1500000000000001,1.2369316876852983,4.925,8.925,2.0483733383671376,-30.425,1.0408329997330663
0.2,0.05999999999999996,0.7127411872482186,0.9,1.2083045973594573,5.12,8.78,1.803330252615976,-31.54,1.0606601717798212
0.2333333333333333,0.0833333333333333,0.6400520812142296,0.5333333333333333,1.4052283325732748,5.25,8.383333333333333,1.8829940697375196,-32.28333333333333,0.9521904571390466
0.0142857142857143,-2.3790493384824782e-17,0.6244997998398398,0.3285714285714286,1.3924969009113157,5.271428571428571,8.0,1.995828983989694,-31.3,1.0447145885018412
-0.11249999999999999,-0.012500000000000022,0.5792544469278715,0.16250000000000003,1.3721073469042322,5.2625,7.75,1.9784553859730365,-29.425,1.0315556906232173
-0.19999999999999998,-0.05555555555555558,0.5570258322356135,0.03333333333333336,1.3407087677791922,5.2444444444444445,7.588888888888889,1.912749620601482,-27.755555555555556,0.9999999999999999
-0.2,-0.06000000000000002,0.5253570214625479,2.7755575615628914e-17,1.2684198393626964,5.24,7.67,1.8215073123347298,-26.889999999999997,0.9428090415820634
-0.14545454545454545,-0.03636363636363638,0.504524979109513,0.05454545454545457,1.2168513765975173,5.245454545454546,7.827272727272727,1.8050434394168522,-26.645454545454548,0.9125389157330621
-0.06666666666666665,0.008333333333333312,0.5053501636279422,0.16666666666666666,1.2235071299218885,5.216666666666667,7.933333333333334,1.7598209275291896,-28.15833333333333,0.9118745261905015
-0.03846153846153845,0.023076923076923057,0.48674744675558074,0.19230769230769232,1.1750613731925794,5.1923076923076925,7.938461538461539,1.6850017119370442,-30.976923076923075,0.8789562574804861
-0.028571428571428557,-0.028571428571428584,0.5060078616424414,0.1142857142857143,1.166096145169951,5.192857142857143,7.892857142857143,1.6278651832830184,-33.07857142857143,0.8452842684597263
-0.05333333333333332,0.039999999999999994,0.5552348280554043,-0.07333333333333333,1.3381579378633401,5.253333333333333,7.666666666666667,1.7966900784763185,-32.85333333333333,0.8201625855076947
-0.15,-0.0062500000000000056,0.5674137232507982,-0.11875000000000001,1.305485222691803,5.33125,7.46875,1.9077801235991536,-32.66875,0.8816650913659525
-0.18235294117647058,-0.0411764705882353,0.5679555699275822,-0.07647058823529414,1.2759944218945012,5.352941176470588,7.464705882352941,1.8472754181735427,-32.747058823529414,0.8640278454118587
-0.18888888888888888,-0.061111111111111116,0.5574510148765792,-0.07777777777777778,1.2379088418189743,5.361111111111111,7.461111111111112,1.792185287456396,-32.59444444444445,0.8386886745452435
-0.17894736842105263,-0.03157894736842106,0.5568289499767085,-0.06315789473684212,1.204717821417018,5.378947368421053,7.484210526315789,1.7445990172512862,-31.94736842105263,0.8162100406202785
-0.15,-0.035,0.5421934011130404,-0.045000000000000005,1.1753946705591902,5.405,7.505,1.700611345183967,-31.345,0.8049190871398847
-0.13333333333333333,-0.019047619047619053,0.5334969986973195,-0.014285714285714294,1.1542468168835096,5.423809523809524,7.5476190476190474,1.6690173898492038,-30.74761904761905,0.7882470002057308
-0.11363636363636363,0.013636363636363629,0.5427403611001301,0.018181818181818174,1.1366770130668746,5.4363636363636365,7.590909090909091,1.6414015761534821,-30.15909090909091,0.7747782813691833
-0.09130434782608694,0.0217391304347826,0.5316838788561988,0.039130434782608685,1.1150781181092946,5.478260869565218,7.586956521739131,1.6037751904989925,-30.108695652173914,0.7645040242942188
-0.075,0.024999999999999994,0.5202424184099597,0.05416666666666666,1.093052831638811,5.5249999999999995,7.5625,1.5730923574976112,-30.054166666666664,0.7519539763899754
-0.072,0.015999999999999993,0.5112729212465686,0.031999999999999994,1.0757632949058389,5.568,7.5,1.5713582235335988,-29.98,0.7362744053679987
-0.09999999999999999,-0.0038461538461538537,0.5110622421825108,-0.0038461538461538537,1.0697591389582122,5.6,7.4,1.6218507946170637,-29.684615384615384,0.7353910524340096
-0.13333333333333333,-0.018518518518518528,0.506903903073913,-0.029629629629629634,1.0575060701098071,5.625925925925926,7.311111111111111,1.6560688701150394,-29.33703703703704,0.7416198487095663
-0.15357142857142855,-0.025000000000000005,0.4986091767217197,-0.042857142857142864,1.0400956406979802,5.632142857142857,7.2749999999999995,1.6363068171953574,-28.821428571428573,0.7355935586979291
-0.1620689655172414,-0.027586206896551734,0.48982252742639787,-0.05862068965517242,1.0248753378475253,5.6482758620689655,7.2379310344827585,1.6191739060184474,-28.337931034482757,0.723786567348339
-0.17333333333333334,-0.03666666666666667,0.48386613518783195,-0.07,1.0089769485764384,5.663333333333333,7.203333333333333,1.6022577461374534,-27.876666666666665,0.7138691724695071
-0.1870967741935484,-0.048387096774193554,0.4801881351733822,-0.0903225806451613,0.9984504122921938,5.674193548387097,7.164516129032258,1.5900835171140697,-27.374193548387098,0.7060415169491905
-0.19999999999999998,-0.05000000000000001,0.472467783506572,-0.115625,0.99258846197138,5.68125,7.121875,1.5827159945343445,-26.825,0.6983852342968536
-0.21515151515151515,-0.057575757575757586,0.467058817916908,-0.1393939393939394,0.9864517835211821,5.690909090909091,7.072727272727273,1.5831678541915433,-26.30606060606061,0.6928749941914181
-0.2264705882352941,-0.06470588235294118,0.4618030230364041,-0.1411764705882353,0.9714461718922647,5.7,7.05,1.5646182611200419,-25.761764705882353,0.6854809519398558
-0.23142857142857143,-0.08571428571428572,0.47163224528218595,-0.14571428571428574,0.957430033426758,5.711428571428572,7.031428571428571,1.5453481291722377,-25.194285714285712,0.6759618108650068
-0.25277777777777777,-0.08888888888888889,0.46523590192981074,-0.15833333333333333,0.9466859488311241,5.702777777777778,7.016666666666667,1.5256848579291487,-24.380555555555556,0.6784377479015874
-0.27297297297297296,-0.0918918918918919,0.459092328149541,-0.1864864864864865,0.9490235221772143,5.683783783783784,6.994594594594595,1.5103248263473263,-23.424324324324324,0.680134238648947
-0.2921052631578947,-0.09736842105263159,0.4541025256929131,-0.19999999999999998,0.9398102166093126,5.665789473684211,6.984210526315789,1.4911498040990319,-22.48157894736842,0.6811681456690802
-0.28717948717948716,-0.10512820512820514,0.4507004594889335,-0.18461538461538463,0.9323254631461962,5.658974358974358,7.015384615384616,1.484222011613184,-21.54102564102564,0.6728491999578662
-0.2725,-0.0875,0.4586420871470085,-0.16,0.9333699626511918,5.6525,7.0625,1.4950666737555085,-20.4875,0.6706244697945188
-0.25121951219512195,-0.07560975609756097,0.45922787796739767,-0.12682926829268293,0.9457865483934265,5.643902439024391,7.117073170731707,1.5170534662668274,-19.660975609756097,0.6760628488607817
-0.22380952380952382,-0.07142857142857142,0.45440162437752557,-0.08333333333333333,0.97578402915026,5.640476190476191,7.180952380952381,1.5545743822256441,-18.97142857142857,0.6909906369806249
-0.21395348837209302,-0.06046511627906977,0.4546791306508261,-0.05813953488372093,0.9781499929141102,5.620930232558139,7.232558139534884,1.5727926225170554,-18.37906976744186,0.6857673475224799
-0.20909090909090908,-0.06363636363636364,0.4498531590346411,-0.052272727272727276,0.9674922357392046,5.590909090909091,7.265909090909091,1.5700604612588835,-17.83409090909091,0.6785134852623603
-0.20444444444444443,-0.06666666666666667,0.4451761653343744,-0.053333333333333344,0.956461280877685,5.562222222222222,7.291111111111111,1.5612964051218672,-17.282222222222224,0.6714826050530937
-0.18478260869565216,-0.0391304347826087,0.47818093315283694,-0.01521739130434783,0.9804686841402483,5.55,7.352173913043478,1.5984352251755862,-16.747826086956522,0.6772386388216812
-0.14255319148936169,-0.03617021276595745,0.47338996330118954,0.036170212765957444,1.0317620074237068,5.561702127659574,7.425531914893617,1.6590290619236072,-16.32340425531915,0.729724391346863
-0.10208333333333332,-0.025000000000000005,0.4746779423316089,0.05833333333333333,1.0322116996565198,5.572916666666667,7.46875,1.6683736825666042,-15.820833333333333,0.7744564554695376
